Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
894;Sex and the City;Comedy,Drama,Romance;Michael Patrick King;Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis;2008;145;5.5;102547;152.64;53
895;Rambo;Action,Thriller,War;Sylvester Stallone;Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish;2008;92;7.1;187077;42.72;46
896;Planet Terror;Action,Comedy,Horror;Robert Rodriguez;Rose McGowan, Freddy Rodríguez, Josh Brolin,Marley Shelton;2007;105;7.1;174553;0;55
898;The Fall;Adventure,Comedy,Drama;Tarsem Singh;Lee Pace, Catinca Untaru, Justine Waddell, Kim Uylenbroek;2006;117;7.9;93036;2.28;64
899;The Ugly Truth;Comedy,Romance;Robert Luketic;Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter;2009;96;6.5;172558;88.92;28
900;Bride Wars;Comedy,Romance;Gary Winick;Kate Hudson, Anne Hathaway, Candice Bergen, Bryan Greenberg;2009;89;5.5;83976;58.72;24
902;Snakes on a Plane;Action,Adventure,Crime;David R. Ellis;Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard;2006;105;5.6;118905;34.01;58
908;Ocean's Thirteen;Crime,Thriller;Steven Soderbergh;George Clooney, Brad Pitt, Matt Damon,Michael Mantell;2007;122;6.9;269581;117.14;62
909;Slither;Comedy,Horror,Sci-Fi;James Gunn;Nathan Fillion, Elizabeth Banks, Michael Rooker, Don Thompson;2006;95;6.5;64351;7.77;69
913;Bridge to Terabithia;Adventure,Drama,Family;Gabor Csupo;Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick;2007;96;7.2;117297;82.23;74
915;Notorious;Biography,Crime,Drama;George Tillman Jr.;Jamal Woolard, Anthony Mackie, Derek Luke,Momo Dione;2009;122;6.7;33007;36.84;60
918;The Girl Next Door;Crime,Drama,Horror;Gregory Wilson;William Atherton, Blythe Auffarth, Blanche Baker,Kevin Chamberlin;2007;91;6.7;19351;0;29
919;Perfume: The Story of a Murderer;Crime,Drama,Fantasy;Tom Tykwer;Ben Whishaw, Dustin Hoffman, Alan Rickman,Francesc Albiol;2006;147;7.5;199387;2.21;56
920;The Golden Compass;Adventure,Family,Fantasy;Chris Weitz;Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker;2007;113;6.1;155078;70.08;51
923;17 Again;Comedy,Drama,Family;Burr Steers;Zac Efron, Matthew Perry, Leslie Mann, Thomas Lennon;2009;102;6.4;152808;64.15;48
925;Superman Returns;Action,Adventure,Sci-Fi;Bryan Singer;Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden;2006;154;6.1;246797;200.07;72
927;Precious;Drama;Lee Daniels;Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey;2009;110;7.3;91623;47.54;79
936;Talladega Nights: The Ballad of Ricky Bobby;Action,Comedy,Sport;Adam McKay;Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole;2006;108;6.6;137502;148.21;66
937;The Human Centipede (First Sequence);Horror;Tom Six;Dieter Laser, Ashley C. Williams, Ashlynn Yennie, Akihiro Kitamura;2009;92;4.4;60655;0.18;33
940;Up in the Air;Drama,Romance;Jason Reitman;George Clooney, Vera Farmiga, Anna Kendrick,Jason Bateman;2009;109;7.4;279694;83.81;83
941;The Midnight Meat Train;Horror,Mystery;Ryûhei Kitamura;Vinnie Jones, Bradley Cooper, Leslie Bibb, Brooke Shields;2008;98;6.1;50255;0.07;58
946;Triangle;Fantasy,Mystery,Thriller;Christopher Smith;Melissa George, Joshua McIvor, Jack Taylor,Michael Dorman;2009;99;6.9;72533;0;66
955;Death Race;Action,Sci-Fi,Thriller;Paul W.S. Anderson;Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane;2008;105;6.4;173731;36.06;43
960;Lucky Number Slevin;Crime,Drama,Mystery;Paul McGuigan;Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu;2006;110;7.8;271940;22.49;53
963;The Other Boleyn Girl;Biography,Drama,History;Justin Chadwick;Natalie Portman, Scarlett Johansson, Eric Bana,Jim Sturgess;2008;115;6.7;88260;26.81;50
966;Inland Empire;Drama,Mystery,Thriller;David Lynch;Laura Dern, Jeremy Irons, Justin Theroux, Karolina Gruszka;2006;180;7;44227;0;72
972;Disturbia;Drama,Mystery,Thriller;D.J. Caruso;Shia LaBeouf, David Morse, Carrie-Anne Moss, Sarah Roemer;2007;105;6.9;193491;80.05;62
983;Across the Universe;Drama,Fantasy,Musical;Julie Taymor;Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs;2007;133;7.4;95172;24.34;56
989;Martyrs;Horror;Pascal Laugier;Morjana Alaoui, Mylène Jampanoï, Catherine Bégin,Robert Toupin;2008;99;7.1;63785;0;89
991;Underworld: Rise of the Lycans;Action,Adventure,Fantasy;Patrick Tatopoulos;Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh;2009;92;6.6;129708;45.8;44
992;Taare Zameen Par;Drama,Family,Music;Aamir Khan;Darsheel Safary, Aamir Khan, Tanay Chheda, Sachet Engineer;2007;165;8.5;102697;1.2;42
997;Hostel: Part II;Horror;Eli Roth;Lauren German, Heather Matarazzo, Bijou Phillips, Roger Bart;2007;94;5.5;73152;17.54;46
998;Step Up 2: The Streets;Drama,Music,Romance;Jon M. Chu;Robert Hoffman, Briana Evigan, Cassie Ventura, Adam G. Sevani;2008;98;6.2;70699;58.01;50
