Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
509;Movie 43;Comedy,Romance;Elizabeth Banks;Emma Stone, Stephen Merchant, Richard Gere, Liev Schreiber;2013;94;4.3;83625;8.83;18
510;Gravity;Drama,Sci-Fi,Thriller;Alfonso Cuarón;Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen;2013;91;7.8;622089;274.08;96
516;Easy A;Comedy,Drama,Romance;Will Gluck;Emma Stone, Amanda Bynes, Penn Badgley, Dan Byrd;2010;92;7.1;294950;58.4;72
517;Exodus: Gods and Kings;Action,Adventure,Drama;Ridley Scott;Christian Bale, Joel Edgerton, Ben Kingsley, Sigourney Weaver;2014;150;6;137299;65.01;52
519;The Hobbit: The Desolation of Smaug;Adventure,Fantasy;Peter Jackson;Ian McKellen, Martin Freeman, Richard Armitage,Ken Stott;2013;161;7.9;513744;258.36;66
520;Half of a Yellow Sun;Drama,Romance;Biyi Bandele;Chiwetel Ejiofor, Thandie Newton, Anika Noni Rose,Joseph Mawle;2013;111;6.2;1356;0.05;51
522;The Counselor;Crime,Drama,Thriller;Ridley Scott;Michael Fassbender, Penélope Cruz, Cameron Diaz,Javier Bardem;2013;117;5.3;84927;16.97;48
525;Trust;Crime,Drama,Thriller;David Schwimmer;Clive Owen, Catherine Keener, Liana Liberato,Jason Clarke;2010;106;7;36043;0.06;60
527;Elysium;Action,Drama,Sci-Fi;Neill Blomkamp;Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga;2013;109;6.6;358932;0;61
528;The Green Inferno;Adventure,Horror;Eli Roth;Lorenza Izzo, Ariel Levy, Aaron Burns, Kirby Bliss Blanton;2013;100;5.4;26461;7.19;38
529;Godzilla;Action,Adventure,Sci-Fi;Gareth Edwards;Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe;2014;123;6.4;318058;200.66;62
530;The Bourne Legacy;Action,Adventure,Mystery;Tony Gilroy;Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn;2012;135;6.7;245374;113.17;61
534;Lucy;Action,Sci-Fi,Thriller;Luc Besson;Scarlett Johansson, Morgan Freeman, Min-sik Choi,Amr Waked;2014;89;6.4;352698;126.55;61
536;Need for Speed;Action,Crime,Drama;Scott Waugh;Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi;2014;132;6.5;143389;43.57;39
537;Jack Reacher;Action,Crime,Mystery;Christopher McQuarrie;Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog;2012;130;7;250811;58.68;50
541;The Ghost Writer;Mystery,Thriller;Roman Polanski;Ewan McGregor, Pierce Brosnan, Olivia Williams,Jon Bernthal;2010;128;7.2;137964;15.52;77
542;Limitless;Mystery,Sci-Fi,Thriller;Neil Burger;Bradley Cooper, Anna Friel, Abbie Cornish, Robert De Niro;2011;105;7.4;444417;79.24;59
548;Alice in Wonderland;Adventure,Family,Fantasy;Tim Burton;Mia Wasikowska, Johnny Depp, Helena Bonham Carter,Anne Hathaway;2010;108;6.5;324898;334.19;53
558;Dracula Untold;Action,Drama,Fantasy;Gary Shore;Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson;2014;92;6.3;148504;55.94;40
561;The Expendables;Action,Adventure,Thriller;Sylvester Stallone;Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren;2010;103;6.5;283282;102.98;45
562;Evil Dead;Fantasy,Horror;Fede Alvarez;Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci;2013;91;6.5;133113;54.24;57
563;Sinister;Horror,Mystery;Scott Derrickson;Ethan Hawke, Juliet Rylance, James Ransone,Fred Dalton Thompson;2012;110;6.8;171169;48.06;53
564;Wreck-It Ralph;Animation,Adventure,Comedy;Rich Moore;John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman;2012;101;7.8;290559;189.41;72
565;Snow White and the Huntsman;Action,Adventure,Drama;Rupert Sanders;Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin;2012;127;6.1;239772;155.11;57
567;Transformers: Dark of the Moon;Action,Adventure,Sci-Fi;Michael Bay;Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel;2011;154;6.3;338369;352.36;42
571;The Other Woman;Comedy,Romance;Nick Cassavetes;Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau;2014;109;6;110825;83.91;39
576;Clash of the Titans;Action,Adventure,Fantasy;Louis Leterrier;Sam Worthington, Liam Neeson, Ralph Fiennes,Jason Flemyng;2010;106;5.8;238206;163.19;39
578;Tron;Action,Adventure,Sci-Fi;Joseph Kosinski;Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner;2010;125;6.8;273959;172.05;49
579;The Hunger Games: Catching Fire;Action,Adventure,Mystery;Francis Lawrence;Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman;2013;146;7.6;525646;424.65;76
580;All Good Things;Crime,Drama,Mystery;Andrew Jarecki;Ryan Gosling, Kirsten Dunst, Frank Langella, Lily Rabe;2010;101;6.3;44158;0.58;57
582;The Last Airbender;Action,Adventure,Family;M. Night Shyamalan;Noah Ringer, Nicola Peltz, Jackson Rathbone,Dev Patel;2010;103;4.2;125129;0;20
583;Sex Tape;Comedy,Romance;Jake Kasdan;Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper;2014;94;5.1;89885;38.54;36
584;What to Expect When You're Expecting;Comedy,Drama,Romance;Kirk Jones;Cameron Diaz, Matthew Morrison, J. Todd Smith, Dennis Quaid;2012;110;5.7;60059;41.1;41
585;Moneyball;Biography,Drama,Sport;Bennett Miller;Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman;2011;133;7.6;297395;75.61;87
587;Unbroken;Biography,Drama,Sport;Angelina Jolie;Jack O'Connell, Miyavi, Domhnall Gleeson, Garrett Hedlund;2014;137;7.2;114006;115.6;59
588;Immortals;Action,Drama,Fantasy;Tarsem Singh;Henry Cavill, Mickey Rourke, John Hurt, Stephen Dorff;2011;110;6;142900;83.5;46
590;Brave;Animation,Adventure,Comedy;Mark Andrews;Kelly Macdonald,Billy Connolly, Emma Thompson, Julie Walters;2012;93;7.2;293941;237.28;69
592;Adoration;Drama,Romance;Anne Fontaine;Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville;2013;112;6.2;25208;0.32;37
593;The Drop;Crime,Drama,Mystery;Michaël R. Roskam;Tom Hardy, Noomi Rapace, James Gandolfini,Matthias Schoenaerts;2014;106;7.1;116118;10.72;69
596;Let Me In;Drama,Horror,Mystery;Matt Reeves;Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Cara Buono;2010;116;7.2;97141;12.13;79
600;Megamind;Animation,Action,Comedy;Tom McGrath;Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey;2010;95;7.3;183926;148.34;63
601;Gangster Squad;Action,Crime,Drama;Ruben Fleischer;Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi;2013;113;6.7;181432;46;40
607;Winter's Bone;Drama;Debra Granik;Jennifer Lawrence, John Hawkes, Garret Dillahunt,Isaiah Stone;2010;100;7.2;116435;0;90
608;Horrible Bosses;Comedy,Crime;Seth Gordon;Jason Bateman, Charlie Day, Jason Sudeikis, Steve Wiebe;2011;98;6.9;368556;117.53;57
609;Mommy;Drama;Xavier Dolan;Anne Dorval, Antoine-Olivier Pilon, Suzanne Clément,Patrick Huard;2014;139;8.1;33560;3.49;74
611;Beautiful Creatures;Drama,Fantasy,Romance;Richard LaGravenese;Alice Englert, Viola Davis, Emma Thompson,Alden Ehrenreich;2013;124;6.2;71822;19.45;52
615;Don Jon;Comedy,Drama,Romance;Joseph Gordon-Levitt;Joseph Gordon-Levitt, Scarlett Johansson,Julianne Moore, Tony Danza;2013;90;6.6;199973;24.48;66
620;The Secret Life of Walter Mitty;Adventure,Comedy,Drama;Ben Stiller;Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn;2013;114;7.3;249877;58.23;54
622;Underworld Awakening;Action,Fantasy,Horror;Måns Mårlind;Kate Beckinsale, Michael Ealy, India Eisley, Stephen Rea;2012;88;6.4;127157;62.32;39
625;Taken 3;Action,Thriller;Olivier Megaton;Liam Neeson, Forest Whitaker, Maggie Grace,Famke Janssen;2014;109;6;144715;89.25;26
626;Total Recall;Action,Adventure,Mystery;Len Wiseman;Colin Farrell, Bokeem Woodbine, Bryan Cranston,Kate Beckinsale;2012;118;6.3;210965;58.88;43
630;Night at the Museum: Secret of the Tomb;Adventure,Comedy,Family;Shawn Levy;Ben Stiller, Robin Williams, Owen Wilson, Dick Van Dyke;2014;98;6.2;74886;113.73;47
631;Love & Other Drugs;Comedy,Drama,Romance;Edward Zwick;Jake Gyllenhaal, Anne Hathaway, Judy Greer, Oliver Platt;2010;112;6.7;151519;32.36;55
632;The Interview;Comedy;Evan Goldberg;James Franco, Seth Rogen, Randall Park, Lizzy Caplan;2014;112;6.6;261536;6.11;52
634;Megan Is Missing;Drama,Horror,Thriller;Michael Goi;Amber Perkins, Rachel Quinn, Dean Waite, Jael Elizabeth Steinmeyer;2011;85;4.9;6683;0;94
637;Source Code;Mystery,Romance,Sci-Fi;Duncan Jones;Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga,Jeffrey Wright;2011;93;7.5;404884;54.7;74
638;Lawless;Crime,Drama;John Hillcoat;Tom Hardy, Shia LaBeouf, Guy Pearce, Jason Clarke;2012;116;7.3;195360;37.4;58
639;Unfriended;Drama,Horror,Mystery;Levan Gabriadze;Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig;2014;83;5.6;50402;31.54;59
640;American Reunion;Comedy;Jon Hurwitz;Jason Biggs, Alyson Hannigan,Seann William Scott, Chris Klein;2012;113;6.7;178471;56.72;49
642;Relatos salvajes;Comedy,Drama,Thriller;Damián Szifron;Darío Grandinetti, María Marull, Mónica Villa, Rita Cortese;2014;122;8.1;110100;3.08;77
649;Sleeping Beauty;Drama,Romance;Julia Leigh;Emily Browning, Rachael Blake, Ewen Leslie, Bridgette Barrett;2011;101;5.3;27006;0.03;57
650;Vampire Academy;Action,Comedy,Fantasy;Mark Waters;Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne;2014;104;5.6;44111;7.79;30
653;Insidious;Horror,Mystery,Thriller;James Wan;Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye;2010;103;6.8;219916;53.99;52
657;Boyhood;Drama;Richard Linklater;Ellar Coltrane, Patricia Arquette, Ethan Hawke,Elijah Smith;2014;165;7.9;286722;25.36;100
658;Teenage Mutant Ninja Turtles;Action,Adventure,Comedy;Jonathan Liebesman;Megan Fox, Will Arnett, William Fichtner, Noel Fisher;2014;101;5.9;178527;190.87;31
662;The First Time;Comedy,Drama,Romance;Jon Kasdan;Dylan O'Brien, Britt Robertson, Victoria Justice, James Frecheville;2012;95;6.9;54027;0.02;55
664;The Heat;Action,Comedy,Crime;Paul Feig;Sandra Bullock, Michael McDonald, Melissa McCarthy,Demián Bichir;2013;117;6.6;140151;159.58;60
666;Anna Karenina;Drama,Romance;Joe Wright;Keira Knightley, Jude Law, Aaron Taylor-Johnson,Matthew Macfadyen;2012;129;6.6;75291;12.8;63
669;Pain & Gain;Comedy,Crime,Drama;Michael Bay;Mark Wahlberg, Dwayne Johnson, Anthony Mackie,Tony Shalhoub;2013;129;6.5;168875;49.87;45
671;Devil's Knot;Biography,Crime,Drama;Atom Egoyan;Colin Firth, Reese Witherspoon, Alessandro Nivola,James Hamrick;2013;114;6.1;15514;0;42
674;Green Lantern;Action,Adventure,Sci-Fi;Martin Campbell;Ryan Reynolds, Blake Lively, Peter Sarsgaard,Mark Strong;2011;114;5.6;231907;116.59;39
677;Escape Plan;Action,Crime,Mystery;Mikael Håfström;Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio;2013;115;6.7;188004;25.12;49
678;Love, Rosie;Comedy,Romance;Christian Ditter;Lily Collins, Sam Claflin, Christian Cooke, Jaime Winstone;2014;102;7.2;80415;0.01;44
681;The Hunger Games: Mockingjay - Part 1;Action,Adventure,Sci-Fi;Francis Lawrence;Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson;2014;123;6.7;331902;337.1;64
682;We Need to Talk About Kevin;Drama,Mystery,Thriller;Lynne Ramsay;Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell;2011;112;7.5;104953;1.74;68
684;The Mortal Instruments: City of Bones;Action,Fantasy,Horror;Harald Zwart;Lily Collins, Jamie Campbell Bower, Robert Sheehan,Jemima West;2013;130;5.9;112313;31.17;33
686;The King's Speech;Biography,Drama;Tom Hooper;Colin Firth, Geoffrey Rush, Helena Bonham Carter,Derek Jacobi;2010;118;8;534388;138.8;88
689;Toy Story 3;Animation,Adventure,Comedy;Lee Unkrich;Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty;2010;103;8.3;586669;414.98;92
690;Tinker Tailor Soldier Spy;Drama,Mystery,Thriller;Tomas Alfredson;Gary Oldman, Colin Firth, Tom Hardy, Mark Strong;2011;122;7.1;157053;24.1;85
691;Resident Evil: Retribution;Action,Horror,Sci-Fi;Paul W.S. Anderson;Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer;2012;96;5.4;114144;42.35;39
694;Pompeii;Action,Adventure,Drama;Paul W.S. Anderson;Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje;2014;105;5.5;90188;23.22;39
695;Life of Pi;Adventure,Drama,Fantasy;Ang Lee;Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu;2012;127;7.9;471109;124.98;79
697;10 Years;Comedy,Drama,Romance;Jamie Linden;Channing Tatum, Rosario Dawson, Chris Pratt, Jenna Dewan Tatum;2011;100;6.1;19636;0.2;61
698;I Origins;Drama,Romance,Sci-Fi;Mike Cahill;Michael Pitt, Steven Yeun, Astrid Bergès-Frisbey, Brit Marling;2014;106;7.3;86271;0.33;57
702;Ted;Comedy,Fantasy;Seth MacFarlane;Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale;2012;106;7;494641;218.63;62
703;RED;Action,Comedy,Crime;Robert Schwentke;Bruce Willis, Helen Mirren, Morgan Freeman,Mary-Louise Parker;2010;111;7.1;250012;90.36;60
705;Faster;Action,Crime,Drama;George Tillman Jr.;Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez;2010;98;6.5;83788;23.23;44
707;The Adjustment Bureau;Romance,Sci-Fi,Thriller;George Nolfi;Matt Damon, Emily Blunt, Lisa Thoreson, Florence Kastriner;2011;106;7.1;208632;62.45;60
709;The Judge;Crime,Drama;David Dobkin;Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton;2014;141;7.4;146812;47.11;48
710;Closed Circuit;Crime,Drama,Mystery;John Crowley;Eric Bana, Rebecca Hall, Jim Broadbent, Ciarán Hinds;2013;96;6.2;18437;5.73;50
713;The Book of Life;Animation,Adventure,Comedy;Jorge R. Gutiérrez;Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman;2014;95;7.3;50388;50.15;67
714;Incendies;Drama,Mystery,War;Denis Villeneuve;Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Mustafa Kamel;2010;131;8.2;92863;6.86;80
719;Noah;Action,Adventure,Drama;Darren Aronofsky;Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson;2014;138;5.8;209700;101.16;68
720;Neighbors;Comedy;Nicholas Stoller;Seth Rogen, Rose Byrne, Zac Efron, Lisa Kudrow;2014;97;6.4;236500;150.06;68
721;Nymphomaniac: Vol. II;Drama;Lars von Trier;Charlotte Gainsbourg, Stellan Skarsgård, Willem Dafoe, Jamie Bell;2013;123;6.7;65824;0.33;60
722;Wild;Adventure,Biography,Drama;Jean-Marc Vallée;Reese Witherspoon, Laura Dern, Gaby Hoffmann,Michiel Huisman;2014;115;7.1;95553;37.88;76
723;Grown Ups;Comedy;Dennis Dugan;Adam Sandler, Salma Hayek, Kevin James, Chris Rock;2010;102;6;190385;162;30
725;The Karate Kid;Action,Drama,Family;Harald Zwart;Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han;2010;140;6.2;127983;176.59;61
726;Dark Shadows;Comedy,Fantasy,Horror;Tim Burton;Johnny Depp, Michelle Pfeiffer, Eva Green, Helena Bonham Carter;2012;113;6.2;209326;79.71;55
727;Friends with Benefits;Comedy,Romance;Will Gluck;Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman;2011;109;6.6;286543;55.8;63
729;The A-Team;Action,Adventure,Comedy;Joe Carnahan;Liam Neeson, Bradley Cooper, Sharlto Copley,Jessica Biel;2010;117;6.8;219116;77.21;47
730;The Guest;Thriller;Adam Wingard;Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore;2014;100;6.7;71069;0.32;76
731;The Internship;Comedy;Shawn Levy;Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi;2013;119;6.3;166342;44.67;42
732;Paul;Adventure,Comedy,Sci-Fi;Greg Mottola;Simon Pegg, Nick Frost, Seth Rogen, Mia Stallard;2011;104;7;201707;37.37;57
736;Hugo;Adventure,Drama,Family;Martin Scorsese;Asa Butterfield, Chloë Grace Moretz, Christopher Lee, Ben Kingsley;2011;126;7.5;259182;73.82;83
744;True Grit;Adventure,Drama,Western;Ethan Coen;Jeff Bridges, Matt Damon, Hailee Steinfeld,Josh Brolin;2010;110;7.6;254904;171.03;80
746;A Million Ways to Die in the West;Comedy,Romance,Western;Seth MacFarlane;Seth MacFarlane, Charlize Theron, Liam Neeson,Amanda Seyfried;2014;116;6.1;144779;42.62;44
750;Percy Jackson: Sea of Monsters;Adventure,Family,Fantasy;Thor Freudenthal;Logan Lerman, Alexandra Daddario, Brandon T. Jackson, Nathan Fillion;2013;106;5.9;91684;68.56;39
752;Oculus;Horror,Mystery;Mike Flanagan;Karen Gillan, Brenton Thwaites, Katee Sackhoff,Rory Cochrane;2013;104;6.5;92875;27.69;61
754;This Means War;Action,Comedy,Romance;McG;Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger;2012;103;6.3;154400;54.76;31
759;Conan the Barbarian;Action,Adventure,Fantasy;Marcus Nispel;Jason Momoa, Ron Perlman, Rose McGowan,Stephen Lang;2011;113;5.2;84893;21.27;36
760;The Fighter;Action,Biography,Drama;David O. Russell;Mark Wahlberg, Christian Bale, Amy Adams,Melissa Leo;2010;116;7.8;290056;93.57;79
762;Chef;Comedy,Drama;Jon Favreau;Jon Favreau, Robert Downey Jr., Scarlett Johansson,Dustin Hoffman;2014;114;7.3;151970;31.24;68
765;The Purge;Horror,Sci-Fi,Thriller;James DeMonaco;Ethan Hawke, Lena Headey, Max Burkholder,Adelaide Kane;2013;85;5.7;154588;64.42;41
766;PK;Comedy,Drama,Romance;Rajkumar Hirani;Aamir Khan, Anushka Sharma, Sanjay Dutt,Boman Irani;2014;153;8.2;103279;10.57;51
767;Ender's Game;Action,Sci-Fi;Gavin Hood;Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin;2013;114;6.7;194236;61.66;51
773;How to Train Your Dragon;Animation,Action,Adventure;Dean DeBlois;Jay Baruchel, Gerard Butler,Christopher Mintz-Plasse, Craig Ferguson;2010;98;8.1;523893;217.39;74
776;Cars 2;Animation,Adventure,Comedy;John Lasseter;Owen Wilson, Larry the Cable Guy,Michael Caine, Emily Mortimer;2011;106;6.2;110490;191.45;57
781;Unknown;Action,Mystery,Thriller;Jaume Collet-Serra;Liam Neeson, Diane Kruger, January Jones,Aidan Quinn;2011;113;6.9;218679;61.09;56
785;Before We Go;Comedy,Drama,Romance;Chris Evans;Chris Evans, Alice Eve, Emma Fitzpatrick, John Cullum;2014;95;6.9;31370;0.04;31
786;Captain Phillips;Biography,Drama,Thriller;Paul Greengrass;Tom Hanks, Barkhad Abdi, Barkhad Abdirahman,Catherine Keener;2013;134;7.8;346154;107.1;83
792;The Family;Comedy,Crime,Thriller;Luc Besson;Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo;2013;111;6.3;92868;36.92;42
795;Man on a Ledge;Action,Crime,Thriller;Asger Leth;Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez;2012;102;6.6;129252;18.6;40
796;No Strings Attached;Comedy,Romance;Ivan Reitman;Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes;2011;108;6.2;178243;70.63;50
798;Despicable Me 2;Animation,Adventure,Comedy;Pierre Coffin;Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove;2013;98;7.4;304837;368.05;62
799;A Walk Among the Tombstones;Crime,Drama,Mystery;Scott Frank;Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook;2014;114;6.5;93883;25.98;57
800;The World's End;Action,Comedy,Sci-Fi;Edgar Wright;Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike;2013;109;7;199813;26;81
802;Seven Psychopaths;Comedy,Crime;Martin McDonagh;Colin Farrell, Woody Harrelson, Sam Rockwell,Christopher Walken;2012;110;7.2;196652;14.99;66
804;Jack Ryan: Shadow Recruit;Action,Drama,Thriller;Kenneth Branagh;Chris Pine, Kevin Costner, Keira Knightley,Kenneth Branagh;2014;105;6.2;103681;50.55;57
806;The Gambler;Crime,Drama,Thriller;Rupert Wyatt;Mark Wahlberg, Jessica Lange, John Goodman, Brie Larson;2014;111;6;52537;33.63;55
807;Prince of Persia: The Sands of Time;Action,Adventure,Fantasy;Mike Newell;Jake Gyllenhaal, Gemma Arterton, Ben Kingsley,Alfred Molina;2010;116;6.6;233148;90.76;50
808;The Spectacular Now;Comedy,Drama,Romance;James Ponsoldt;Miles Teller, Shailene Woodley, Kyle Chandler,Jennifer Jason Leigh;2013;95;7.1;115751;6.85;82
812;Mama;Horror,Thriller;Andrés Muschietti;Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse;2013;100;6.2;142560;71.59;57
814;To Rome with Love;Comedy,Romance;Woody Allen;Woody Allen, Penélope Cruz, Jesse Eisenberg, Ellen Page;2012;112;6.3;72050;16.68;54
818;127 Hours;Adventure,Biography,Drama;Danny Boyle;James Franco, Amber Tamblyn, Kate Mara, Sean Bott;2010;94;7.6;294010;18.33;82
819;Annabelle;Horror,Mystery,Thriller;John R. Leonetti;Ward Horton, Annabelle Wallis, Alfre Woodard,Tony Amendola;2014;99;5.4;91106;84.26;37
821;suite francaise;Drama,Romance,War;Saul Dibb;Michelle Williams, Kristin Scott Thomas, Margot Robbie,Eric Godon;2014;107;6.9;13711;0;63
832;Diary of a Wimpy Kid: Dog Days;Comedy,Family;David Bowers;Zachary Gordon, Robert Capron, Devon Bostick,Steve Zahn;2012;94;6.4;16917;49;54
833;Jane Eyre;Drama,Romance;Cary Joji Fukunaga;Mia Wasikowska, Michael Fassbender, Jamie Bell, Su Elliot;2011;120;7.4;67464;11.23;76
835;The Dictator;Comedy;Larry Charles;Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley;2012;83;6.4;225394;59.62;58
836;The Loft;Mystery,Romance,Thriller;Erik Van Looy;Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet;2014;108;6.3;38804;5.98;24
841;Horrible Bosses 2;Comedy,Crime;Sean Anders;Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston;2014;108;6.3;125190;54.41;40
843;Melancholia;Drama;Lars von Trier;Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsgård;2011;135;7.1;137117;3.03;80
845;Unstoppable;Action,Thriller;Tony Scott;Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee;2010;98;6.8;157499;81.56;69
846;Flight;Drama,Thriller;Robert Zemeckis;Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman;2012;138;7.3;276347;93.75;76
848;La migliore offerta;Crime,Drama,Mystery;Giuseppe Tornatore;Geoffrey Rush, Jim Sturgess, Sylvia Hoeks,Donald Sutherland;2013;131;7.8;77986;0.09;49
850;42;Biography,Drama,Sport;Brian Helgeland;Chadwick Boseman, T.R. Knight, Harrison Ford,Nicole Beharie;2013;128;7.5;69659;95;62
852;Begin Again;Drama,Music;John Carney;Keira Knightley, Mark Ruffalo, Adam Levine, Hailee Steinfeld;2013;104;7.4;111875;16.17;62
853;Out of the Furnace;Crime,Drama,Thriller;Scott Cooper;Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson;2013;116;6.8;88829;11.33;63
861;Remember Me;Drama,Romance;Allen Coulter;Robert Pattinson, Emilie de Ravin, Caitlyn Rund,Moisés Acevedo;2010;113;7.2;119376;19.06;40
863;Alexander and the Terrible, Horrible, No Good, Very Bad Day;Comedy,Family;Miguel Arteta;Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette;2014;81;6.2;32310;66.95;54
864;Locke;Drama;Steven Knight;Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott;2013;85;7.1;100890;1.36;81
866;Horns;Drama,Fantasy,Horror;Alexandre Aja;Daniel Radcliffe, Juno Temple, Max Minghella, Joe Anderson;2013;120;6.5;61060;0.16;46
869;Diary of a Wimpy Kid: Rodrick Rules;Comedy,Family;David Bowers;Zachary Gordon, Devon Bostick, Robert Capron,Rachael Harris;2011;99;6.6;20194;52.69;51
873;Red Dawn;Action,Thriller;Dan Bradley;Chris Hemsworth, Isabel Lucas, Josh Hutcherson, Josh Peck;2012;93;5.4;64584;44.8;31
874;One Day;Drama,Romance;Lone Scherfig;Anne Hathaway, Jim Sturgess, Patricia Clarkson,Tom Mison;2011;107;7;113599;13.77;48
875;Life as We Know It;Comedy,Drama,Romance;Greg Berlanti;Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett;2010;114;6.6;101301;53.36;39
877;Warm Bodies;Comedy,Horror,Romance;Jonathan Levine;Nicholas Hoult, Teresa Palmer, John Malkovich,Analeigh Tipton;2013;98;6.9;193579;66.36;59
878;Blue Jasmine;Drama;Woody Allen;Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins;2013;98;7.3;160592;33.4;78
879;G.I. Joe: Retaliation;Action,Adventure,Sci-Fi;Jon M. Chu;Dwayne Johnson, Channing Tatum, Adrianne Palicki,Byung-hun Lee;2013;110;5.8;152145;122.51;41
880;Wrath of the Titans;Action,Adventure,Fantasy;Jonathan Liebesman;Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes;2012;99;5.8;159230;83.64;37
882;Saving Mr. Banks;Biography,Comedy,Drama;John Lee Hancock;Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell;2013;125;7.5;125693;83.3;65
883;Transcendence;Drama,Mystery,Romance;Wally Pfister;Johnny Depp, Rebecca Hall, Morgan Freeman, Cillian Murphy;2014;119;6.3;184564;23.01;42
884;Rio;Animation,Adventure,Comedy;Carlos Saldanha;Jesse Eisenberg, Anne Hathaway, George Lopez,Karen Disher;2011;96;6.9;173919;143.62;63
887;The Tree of Life;Drama,Fantasy;Terrence Malick;Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken;2011;139;6.8;143517;13.3;85
888;The Lucky One;Drama,Romance;Scott Hicks;Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart;2012;101;6.5;82874;60.44;39
889;Piranha 3D;Comedy,Horror,Thriller;Alexandre Aja;Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss,Ving Rhames;2010;88;5.5;75262;25;53
