Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
865;The 9th Life of Louis Drax;Mystery,Thriller;Alexandre Aja;Jamie Dornan, Aiden Longworth, Sarah Gadon,Aaron Paul;2016;108;6.3;6175;0;41
870;Mission: Impossible III;Action,Adventure,Thriller;J.J. Abrams;Tom Cruise, Michelle Monaghan, Ving Rhames, Philip Seymour Hoffman;2006;126;6.9;270429;133.38;66
873;Red Dawn;Action,Thriller;Dan Bradley;Chris Hemsworth, Isabel Lucas, Josh Hutcherson, Josh Peck;2012;93;5.4;64584;44.8;31
889;Piranha 3D;Comedy,Horror,Thriller;Alexandre Aja;Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss,Ving Rhames;2010;88;5.5;75262;25;53
895;Rambo;Action,Thriller,War;Sylvester Stallone;Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish;2008;92;7.1;187077;42.72;46
908;Ocean's Thirteen;Crime,Thriller;Steven Soderbergh;George Clooney, Brad Pitt, Matt Damon,Michael Mantell;2007;122;6.9;269581;117.14;62
910;Contagion;Drama,Thriller;Steven Soderbergh;Matt Damon, Kate Winslet, Jude Law, Gwyneth Paltrow;2011;106;6.6;187004;75.64;70
912;I Am the Pretty Thing That Lives in the House;Thriller;Oz Perkins;Ruth Wilson, Paula Prentiss, Lucy Boynton, Bob Balaban;2016;87;4.7;4204;0;68
914;Coherence;Mystery,Sci-Fi,Thriller;James Ward Byrkit;Emily Baldoni, Maury Sterling, Nicholas Brendon, Elizabeth Gracen;2013;89;7.2;66265;0.07;65
917;The Expendables 2;Action,Adventure,Thriller;Simon West;Sylvester Stallone, Liam Hemsworth, Randy Couture,Jean-Claude Van Damme;2012;103;6.6;257395;85.02;51
924;No Escape;Action,Thriller;John Erick Dowdle;Lake Bell, Pierce Brosnan, Owen Wilson,Chatchawai Kamonsakpitak;2015;103;6.8;57921;27.29;38
934;Detour;Thriller;Christopher Smith;Tye Sheridan, Emory Cohen, Bel Powley,Stephen Moyer;2016;97;6.3;2205;0;46
939;The Siege of Jadotville;Action,Drama,Thriller;Richie Smyth;Jamie Dornan, Mark Strong, Jason O'Mara, Michael McElhatton;2016;108;7.3;14689;0;83
943;Transpecos;Thriller;Greg Kwedar;Johnny Simmons, Gabriel Luna, Clifton Collins Jr.,David Acord;2016;86;5.8;1292;0;73
945;Riddick;Action,Sci-Fi,Thriller;David Twohy;Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà;2013;119;6.4;132098;42;49
946;Triangle;Fantasy,Mystery,Thriller;Christopher Smith;Melissa George, Joshua McIvor, Jack Taylor,Michael Dorman;2009;99;6.9;72533;0;66
955;Death Race;Action,Sci-Fi,Thriller;Paul W.S. Anderson;Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane;2008;105;6.4;173731;36.06;43
958;End of Watch;Crime,Drama,Thriller;David Ayer;Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera;2012;109;7.7;192190;40.98;68
959;3 Days to Kill;Action,Drama,Thriller;McG;Kevin Costner, Hailee Steinfeld, Connie Nielsen, Amber Heard;2014;117;6.2;73567;30.69;40
962;Into the Forest;Drama,Sci-Fi,Thriller;Patricia Rozema;Ellen Page, Evan Rachel Wood, Max Minghella,Callum Keith Rennie;2015;101;5.9;10220;0.01;59
964;I Spit on Your Grave;Crime,Horror,Thriller;Steven R. Monroe;Sarah Butler, Jeff Branson, Andrew Howard,Daniel Franzese;2010;108;6.3;60133;0.09;27
966;Inland Empire;Drama,Mystery,Thriller;David Lynch;Laura Dern, Jeremy Irons, Justin Theroux, Karolina Gruszka;2006;180;7;44227;0;72
969;Wrecker;Action,Horror,Thriller;Micheal Bafaro;Anna Hutchison, Andrea Whitburn, Jennifer Koenig,Michael Dickson;2015;83;3.5;1210;0;37
971;Texas Chainsaw 3D;Horror,Thriller;John Luessenhop;Alexandra Daddario, Tania Raymonde, Scott Eastwood, Trey Songz;2013;92;4.8;37060;34.33;62
972;Disturbia;Drama,Mystery,Thriller;D.J. Caruso;Shia LaBeouf, David Morse, Carrie-Anne Moss, Sarah Roemer;2007;105;6.9;193491;80.05;62
977;Dark Places;Drama,Mystery,Thriller;Gilles Paquet-Brenner;Charlize Theron, Nicholas Hoult, Christina Hendricks, Chloë Grace Moretz;2015;113;6.2;31634;0;39
980;The Skin I Live In;Drama,Thriller;Pedro Almodóvar;Antonio Banderas, Elena Anaya, Jan Cornet,Marisa Paredes;2011;120;7.6;108772;3.19;70
987;Final Destination 5;Horror,Thriller;Steven Quale;Nicholas D'Agosto, Emma Bell, Arlen Escarpeta, Miles Fisher;2011;92;5.9;88000;42.58;50
