Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
519;The Hobbit: The Desolation of Smaug;Adventure,Fantasy;Peter Jackson;Ian McKellen, Martin Freeman, Richard Armitage,Ken Stott;2013;161;7.9;513744;258.36;66
528;The Green Inferno;Adventure,Horror;Eli Roth;Lorenza Izzo, Ariel Levy, Aaron Burns, Kirby Bliss Blanton;2013;100;5.4;26461;7.19;38
529;Godzilla;Action,Adventure,Sci-Fi;Gareth Edwards;Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe;2014;123;6.4;318058;200.66;62
530;The Bourne Legacy;Action,Adventure,Mystery;Tony Gilroy;Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn;2012;135;6.7;245374;113.17;61
538;The Do-Over;Action,Adventure,Comedy;Steven Brill;Adam Sandler, David Spade, Paula Patton, Kathryn Hahn;2016;108;5.7;24761;0.54;22
548;Alice in Wonderland;Adventure,Family,Fantasy;Tim Burton;Mia Wasikowska, Johnny Depp, Helena Bonham Carter,Anne Hathaway;2010;108;6.5;324898;334.19;53
553;Fantastic Four;Action,Adventure,Sci-Fi;Josh Trank;Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell;2015;100;4.3;121847;56.11;27
559;In the Heart of the Sea;Action,Adventure,Biography;Ron Howard;Chris Hemsworth, Cillian Murphy, Brendan Gleeson,Ben Whishaw;2015;122;6.9;90372;24.99;47
560;Idiocracy;Adventure,Comedy,Sci-Fi;Mike Judge;Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews;2006;84;6.6;115355;0.44;66
561;The Expendables;Action,Adventure,Thriller;Sylvester Stallone;Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren;2010;103;6.5;283282;102.98;45
564;Wreck-It Ralph;Animation,Adventure,Comedy;Rich Moore;John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman;2012;101;7.8;290559;189.41;72
565;Snow White and the Huntsman;Action,Adventure,Drama;Rupert Sanders;Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin;2012;127;6.1;239772;155.11;57
566;Pan;Adventure,Family,Fantasy;Joe Wright;Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara;2015;111;5.8;47804;34.96;36
567;Transformers: Dark of the Moon;Action,Adventure,Sci-Fi;Michael Bay;Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel;2011;154;6.3;338369;352.36;42
576;Clash of the Titans;Action,Adventure,Fantasy;Louis Leterrier;Sam Worthington, Liam Neeson, Ralph Fiennes,Jason Flemyng;2010;106;5.8;238206;163.19;39
578;Tron;Action,Adventure,Sci-Fi;Joseph Kosinski;Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner;2010;125;6.8;273959;172.05;49
579;The Hunger Games: Catching Fire;Action,Adventure,Mystery;Francis Lawrence;Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman;2013;146;7.6;525646;424.65;76
582;The Last Airbender;Action,Adventure,Family;M. Night Shyamalan;Noah Ringer, Nicola Peltz, Jackson Rathbone,Dev Patel;2010;103;4.2;125129;0;20
589;Sunshine;Adventure,Sci-Fi,Thriller;Danny Boyle;Cillian Murphy, Rose Byrne, Chris Evans, Michelle Yeoh;2007;107;7.3;199860;3.68;64
590;Brave;Animation,Adventure,Comedy;Mark Andrews;Kelly Macdonald,Billy Connolly, Emma Thompson, Julie Walters;2012;93;7.2;293941;237.28;69
598;Grimsby;Action,Adventure,Comedy;Louis Leterrier;Sacha Baron Cohen, Mark Strong, Rebel Wilson,Freddie Crowder;2016;83;6.2;63408;6.86;44
604;Kung Fu Panda 3;Animation,Action,Adventure;Alessandro Carloni;Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie;2016;95;7.2;89791;143.52;66
610;Hellboy II: The Golden Army;Action,Adventure,Fantasy;Guillermo del Toro;Ron Perlman, Selma Blair, Doug Jones, John Alexander;2008;120;7;216932;75.75;78
620;The Secret Life of Walter Mitty;Adventure,Comedy,Drama;Ben Stiller;Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn;2013;114;7.3;249877;58.23;54
626;Total Recall;Action,Adventure,Mystery;Len Wiseman;Colin Farrell, Bokeem Woodbine, Bryan Cranston,Kate Beckinsale;2012;118;6.3;210965;58.88;43
627;X-Men: The Last Stand;Action,Adventure,Fantasy;Brett Ratner;Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen;2006;104;6.7;406540;234.36;58
630;Night at the Museum: Secret of the Tomb;Adventure,Comedy,Family;Shawn Levy;Ben Stiller, Robin Williams, Owen Wilson, Dick Van Dyke;2014;98;6.2;74886;113.73;47
635;WALL-E;Animation,Adventure,Family;Andrew Stanton;Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard;2008;98;8.4;776897;223.81;95
658;Teenage Mutant Ninja Turtles;Action,Adventure,Comedy;Jonathan Liebesman;Megan Fox, Will Arnett, William Fichtner, Noel Fisher;2014;101;5.9;178527;190.87;31
668;Ted 2;Adventure,Comedy,Romance;Seth MacFarlane;Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth;2015;115;6.3;136323;81.26;48
670;Blood Diamond;Adventure,Drama,Thriller;Edward Zwick;Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers;2006;143;8;422014;57.37;64
674;Green Lantern;Action,Adventure,Sci-Fi;Martin Campbell;Ryan Reynolds, Blake Lively, Peter Sarsgaard,Mark Strong;2011;114;5.6;231907;116.59;39
681;The Hunger Games: Mockingjay - Part 1;Action,Adventure,Sci-Fi;Francis Lawrence;Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson;2014;123;6.7;331902;337.1;64
688;Jumper;Action,Adventure,Sci-Fi;Doug Liman;Hayden Christensen, Samuel L. Jackson, Jamie Bell,Rachel Bilson;2008;88;6.1;252503;80.17;35
689;Toy Story 3;Animation,Adventure,Comedy;Lee Unkrich;Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty;2010;103;8.3;586669;414.98;92
694;Pompeii;Action,Adventure,Drama;Paul W.S. Anderson;Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje;2014;105;5.5;90188;23.22;39
695;Life of Pi;Adventure,Drama,Fantasy;Ang Lee;Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu;2012;127;7.9;471109;124.98;79
699;Live Free or Die Hard;Action,Adventure,Thriller;Len Wiseman;Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q;2007;128;7.2;347567;134.52;69
704;Australia;Adventure,Drama,Romance;Baz Luhrmann;Nicole Kidman, Hugh Jackman, Shea Adams, Eddie Baroo;2008;165;6.6;106115;49.55;53
711;Transformers: Revenge of the Fallen;Action,Adventure,Sci-Fi;Michael Bay;Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson;2009;150;6;335757;402.08;35
713;The Book of Life;Animation,Adventure,Comedy;Jorge R. Gutiérrez;Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman;2014;95;7.3;50388;50.15;67
719;Noah;Action,Adventure,Drama;Darren Aronofsky;Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson;2014;138;5.8;209700;101.16;68
722;Wild;Adventure,Biography,Drama;Jean-Marc Vallée;Reese Witherspoon, Laura Dern, Gaby Hoffmann,Michiel Huisman;2014;115;7.1;95553;37.88;76
729;The A-Team;Action,Adventure,Comedy;Joe Carnahan;Liam Neeson, Bradley Cooper, Sharlto Copley,Jessica Biel;2010;117;6.8;219116;77.21;47
732;Paul;Adventure,Comedy,Sci-Fi;Greg Mottola;Simon Pegg, Nick Frost, Seth Rogen, Mia Stallard;2011;104;7;201707;37.37;57
736;Hugo;Adventure,Drama,Family;Martin Scorsese;Asa Butterfield, Chloë Grace Moretz, Christopher Lee, Ben Kingsley;2011;126;7.5;259182;73.82;83
740;The Mummy: Tomb of the Dragon Emperor;Action,Adventure,Fantasy;Rob Cohen;Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh;2008;112;5.2;124554;102.18;31
744;True Grit;Adventure,Drama,Western;Ethan Coen;Jeff Bridges, Matt Damon, Hailee Steinfeld,Josh Brolin;2010;110;7.6;254904;171.03;80
750;Percy Jackson: Sea of Monsters;Adventure,Family,Fantasy;Thor Freudenthal;Logan Lerman, Alexandra Daddario, Brandon T. Jackson, Nathan Fillion;2013;106;5.9;91684;68.56;39
756;The Road;Adventure,Drama;John Hillcoat;Viggo Mortensen, Charlize Theron, Kodi Smit-McPhee,Robert Duvall;2009;111;7.3;187302;0.06;64
759;Conan the Barbarian;Action,Adventure,Fantasy;Marcus Nispel;Jason Momoa, Ron Perlman, Rose McGowan,Stephen Lang;2011;113;5.2;84893;21.27;36
768;Indiana Jones and the Kingdom of the Crystal Skull;Action,Adventure,Fantasy;Steven Spielberg;Harrison Ford, Cate Blanchett, Shia LaBeouf,Karen Allen;2008;122;6.2;351361;317.01;65
771;Quantum of Solace;Action,Adventure,Thriller;Marc Forster;Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench;2008;106;6.6;347798;168.37;58
773;How to Train Your Dragon;Animation,Action,Adventure;Dean DeBlois;Jay Baruchel, Gerard Butler,Christopher Mintz-Plasse, Craig Ferguson;2010;98;8.1;523893;217.39;74
776;Cars 2;Animation,Adventure,Comedy;John Lasseter;Owen Wilson, Larry the Cable Guy,Michael Caine, Emily Mortimer;2011;106;6.2;110490;191.45;57
788;Max Steel;Action,Adventure,Family;Stewart Hendler;Ben Winchell, Josh Brener, Maria Bello, Andy Garcia;2016;92;4.6;11555;3.77;22
797;Rescue Dawn;Adventure,Biography,Drama;Werner Herzog;Christian Bale, Steve Zahn, Jeremy Davies, Zach Grenier;2006;120;7.3;87887;5.48;77
798;Despicable Me 2;Animation,Adventure,Comedy;Pierre Coffin;Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove;2013;98;7.4;304837;368.05;62
803;Beowulf;Animation,Action,Adventure;Robert Zemeckis;Ray Winstone, Crispin Glover, Angelina Jolie,Robin Wright;2007;115;6.2;146566;82.16;59
807;Prince of Persia: The Sands of Time;Action,Adventure,Fantasy;Mike Newell;Jake Gyllenhaal, Gemma Arterton, Ben Kingsley,Alfred Molina;2010;116;6.6;233148;90.76;50
811;Turbo Kid;Action,Adventure,Comedy;François Simard;Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright;2015;93;6.7;19309;0.05;60
815;Fantastic Mr. Fox;Animation,Adventure,Comedy;Wes Anderson;George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman;2009;87;7.8;149779;21;83
818;127 Hours;Adventure,Biography,Drama;Danny Boyle;James Franco, Amber Tamblyn, Kate Mara, Sean Bott;2010;94;7.6;294010;18.33;82
822;The Imaginarium of Doctor Parnassus;Adventure,Fantasy,Mystery;Terry Gilliam;Christopher Plummer, Lily Cole, Heath Ledger,Andrew Garfield;2009;123;6.8;130153;7.69;65
823;G.I. Joe: The Rise of Cobra;Action,Adventure,Sci-Fi;Stephen Sommers;Dennis Quaid, Channing Tatum, Marlon Wayans,Adewale Akinnuoye-Agbaje;2009;118;5.8;180105;150.17;32
828;The Warriors Gate;Action,Adventure,Fantasy;Matthias Hoene;Mark Chao, Ni Ni, Dave Bautista, Sienna Guillory;2016;108;5.3;1391;0;77
834;Fool's Gold;Action,Adventure,Comedy;Andy Tennant;Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena;2008;112;5.7;62719;70.22;29
844;The Princess and the Frog;Animation,Adventure,Comedy;Ron Clements;Anika Noni Rose, Keith David, Oprah Winfrey, Bruno Campos;2009;97;7.1;95480;104.37;73
847;Home;Animation,Adventure,Comedy;Tim Johnson;Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez;2015;94;6.7;77447;177.34;55
855;Kung Fu Panda;Animation,Action,Adventure;Mark Osborne;Jack Black, Ian McShane,Angelina Jolie, Dustin Hoffman;2008;92;7.6;329788;215.4;73
857;Terminator Salvation;Action,Adventure,Drama;McG;Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood;2009;115;6.6;297093;125.32;49
870;Mission: Impossible III;Action,Adventure,Thriller;J.J. Abrams;Tom Cruise, Michelle Monaghan, Ving Rhames, Philip Seymour Hoffman;2006;126;6.9;270429;133.38;66
872;Dragonball Evolution;Action,Adventure,Fantasy;James Wong;Justin Chatwin, James Marsters, Yun-Fat Chow, Emmy Rossum;2009;85;2.7;59512;9.35;45
879;G.I. Joe: Retaliation;Action,Adventure,Sci-Fi;Jon M. Chu;Dwayne Johnson, Channing Tatum, Adrianne Palicki,Byung-hun Lee;2013;110;5.8;152145;122.51;41
880;Wrath of the Titans;Action,Adventure,Fantasy;Jonathan Liebesman;Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes;2012;99;5.8;159230;83.64;37
881;Shin Gojira;Action,Adventure,Drama;Hideaki Anno;Hiroki Hasegawa, Yutaka Takenouchi,Satomi Ishihara, Ren Ôsugi;2016;120;6.9;8365;1.91;68
884;Rio;Animation,Adventure,Comedy;Carlos Saldanha;Jesse Eisenberg, Anne Hathaway, George Lopez,Karen Disher;2011;96;6.9;173919;143.62;63
898;The Fall;Adventure,Comedy,Drama;Tarsem Singh;Lee Pace, Catinca Untaru, Justine Waddell, Kim Uylenbroek;2006;117;7.9;93036;2.28;64
902;Snakes on a Plane;Action,Adventure,Crime;David R. Ellis;Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard;2006;105;5.6;118905;34.01;58
904;How to Train Your Dragon 2;Animation,Action,Adventure;Dean DeBlois;Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson;2014;102;7.9;237565;177;76
913;Bridge to Terabithia;Adventure,Drama,Family;Gabor Csupo;Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick;2007;96;7.2;117297;82.23;74
917;The Expendables 2;Action,Adventure,Thriller;Simon West;Sylvester Stallone, Liam Hemsworth, Randy Couture,Jean-Claude Van Damme;2012;103;6.6;257395;85.02;51
920;The Golden Compass;Adventure,Family,Fantasy;Chris Weitz;Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker;2007;113;6.1;155078;70.08;51
921;Centurion;Action,Adventure,Drama;Neil Marshall;Michael Fassbender, Dominic West, Olga Kurylenko,Andreas Wisniewski;2010;97;6.4;67801;0.12;62
925;Superman Returns;Action,Adventure,Sci-Fi;Bryan Singer;Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden;2006;154;6.1;246797;200.07;72
926;The Twilight Saga: Breaking Dawn - Part 1;Adventure,Drama,Fantasy;Bill Condon;Kristen Stewart, Robert Pattinson, Taylor Lautner, Gil Birmingham;2011;117;4.9;190244;281.28;45
942;The Twilight Saga: Eclipse;Adventure,Drama,Fantasy;David Slade;Kristen Stewart, Robert Pattinson, Taylor Lautner,Xavier Samuel;2010;124;4.9;192740;300.52;58
949;After Earth;Action,Adventure,Sci-Fi;M. Night Shyamalan;Jaden Smith, David Denman, Will Smith,Sophie Okonedo;2013;100;4.9;166512;60.52;33
950;Kicks;Adventure;Justin Tipping;Jahking Guillory, Christopher Jordan Wallace,Christopher Meyer, Kofi Siriboe;2016;80;6.1;2417;0.15;69
954;The Kings of Summer;Adventure,Comedy,Drama;Jordan Vogt-Roberts;Nick Robinson, Gabriel Basso, Moises Arias,Nick Offerman;2013;95;7.2;65653;1.29;61
967;The Odyssey;Adventure,Biography;Jérôme Salle;Lambert Wilson, Pierre Niney, Audrey Tautou,Laurent Lucas;2016;122;6.7;1810;0;70
968;The Walk;Adventure,Biography,Crime;Robert Zemeckis;Joseph Gordon-Levitt, Charlotte Le Bon,Guillaume Baillargeon, Émilie Leclerc;2015;123;7.3;92378;10.14;70
970;The Lone Ranger;Action,Adventure,Western;Gore Verbinski;Johnny Depp, Armie Hammer, William Fichtner,Tom Wilkinson;2013;150;6.5;190855;89.29;37
985;Max;Adventure,Family;Boaz Yakin;Thomas Haden Church, Josh Wiggins, Luke Kleintank,Lauren Graham;2015;111;6.8;21405;42.65;47
986;Your Highness;Adventure,Comedy,Fantasy;David Gordon Green;Danny McBride, Natalie Portman, James Franco, Rasmus Hardiker;2011;102;5.6;87904;21.56;31
991;Underworld: Rise of the Lycans;Action,Adventure,Fantasy;Patrick Tatopoulos;Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh;2009;92;6.6;129708;45.8;44
994;Resident Evil: Afterlife;Action,Adventure,Horror;Paul W.S. Anderson;Milla Jovovich, Ali Larter, Wentworth Miller,Kim Coates;2010;97;5.9;140900;60.13;37
999;Search Party;Adventure,Comedy;Scot Armstrong;Adam Pally, T.J. Miller, Thomas Middleditch,Shannon Woodward;2014;93;5.6;4881;0;22
