Rank;Title;Genre;Director;Actors;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
642;Relatos salvajes;Comedy,Drama,Thriller;Damián Szifron;Darío Grandinetti, María Marull, Mónica Villa, Rita Cortese;2014;122;8.1;110100;3.08;77
643;The Ridiculous 6;Comedy,Western;Frank Coraci;Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner;2015;119;4.8;31149;0;18
647;Burnt;Comedy,Drama;John Wells;Bradley Cooper, Sienna Miller, Daniel Brühl, Riccardo Scamarcio;2015;101;6.6;76469;13.65;42
650;Vampire Academy;Action,Comedy,Fantasy;Mark Waters;Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne;2014;104;5.6;44111;7.79;30
654;Popstar: Never Stop Never Stopping;Comedy,Music;Akiva Schaffer;Andy Samberg, Jorma Taccone,Akiva Schaffer, Sarah Silverman;2016;87;6.7;30875;9.39;68
658;Teenage Mutant Ninja Turtles;Action,Adventure,Comedy;Jonathan Liebesman;Megan Fox, Will Arnett, William Fichtner, Noel Fisher;2014;101;5.9;178527;190.87;31
661;Pineapple Express;Action,Comedy,Crime;David Gordon Green;Seth Rogen, James Franco, Gary Cole, Danny McBride;2008;111;7;267872;87.34;64
662;The First Time;Comedy,Drama,Romance;Jon Kasdan;Dylan O'Brien, Britt Robertson, Victoria Justice, James Frecheville;2012;95;6.9;54027;0.02;55
664;The Heat;Action,Comedy,Crime;Paul Feig;Sandra Bullock, Michael McDonald, Melissa McCarthy,Demián Bichir;2013;117;6.6;140151;159.58;60
668;Ted 2;Adventure,Comedy,Romance;Seth MacFarlane;Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth;2015;115;6.3;136323;81.26;48
669;Pain & Gain;Comedy,Crime,Drama;Michael Bay;Mark Wahlberg, Dwayne Johnson, Anthony Mackie,Tony Shalhoub;2013;129;6.5;168875;49.87;45
675;War on Everyone;Action,Comedy;John Michael McDonagh;Alexander Skarsgård, Michael Peña, Theo James, Tessa Thompson;2016;98;5.9;9285;0;50
678;Love, Rosie;Comedy,Romance;Christian Ditter;Lily Collins, Sam Claflin, Christian Cooke, Jaime Winstone;2014;102;7.2;80415;0.01;44
679;The DUFF;Comedy;Ari Sandel;Mae Whitman, Bella Thorne, Robbie Amell, Allison Janney;2015;101;6.5;57874;34.02;56
683;Love & Friendship;Comedy,Drama,Romance;Whit Stillman;Kate Beckinsale, Chloë Sevigny, Xavier Samuel,Emma Greenwell;2016;90;6.5;16164;14.01;87
689;Toy Story 3;Animation,Adventure,Comedy;Lee Unkrich;Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty;2010;103;8.3;586669;414.98;92
697;10 Years;Comedy,Drama,Romance;Jamie Linden;Channing Tatum, Rosario Dawson, Chris Pratt, Jenna Dewan Tatum;2011;100;6.1;19636;0.2;61
700;The Matchbreaker;Comedy,Romance;Caleb Vetter;Wesley Elder, Christina Grimmie, Osric Chau, Olan Rogers;2016;94;5.5;1427;0;44
702;Ted;Comedy,Fantasy;Seth MacFarlane;Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale;2012;106;7;494641;218.63;62
703;RED;Action,Comedy,Crime;Robert Schwentke;Bruce Willis, Helen Mirren, Morgan Freeman,Mary-Louise Parker;2010;111;7.1;250012;90.36;60
708;The Hollars;Comedy,Drama,Romance;John Krasinski;Sharlto Copley, Charlie Day, Richard Jenkins, Anna Kendrick;2016;88;6.5;5908;1.02;53
713;The Book of Life;Animation,Adventure,Comedy;Jorge R. Gutiérrez;Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman;2014;95;7.3;50388;50.15;67
715;The Heartbreak Kid;Comedy,Romance;Bobby Farrelly;Ben Stiller, Michelle Monaghan,Malin Akerman, Jerry Stiller;2007;116;5.8;74664;36.77;46
716;Happy Feet;Animation,Comedy,Family;George Miller;Elijah Wood, Brittany Murphy, Hugh Jackman, Robin Williams;2006;108;6.5;141141;197.99;77
717;Entourage;Comedy;Doug Ellin;Adrian Grenier, Kevin Connolly, Jerry Ferrara, Kevin Dillon;2015;104;6.6;64557;32.36;38
720;Neighbors;Comedy;Nicholas Stoller;Seth Rogen, Rose Byrne, Zac Efron, Lisa Kudrow;2014;97;6.4;236500;150.06;68
723;Grown Ups;Comedy;Dennis Dugan;Adam Sandler, Salma Hayek, Kevin James, Chris Rock;2010;102;6;190385;162;30
726;Dark Shadows;Comedy,Fantasy,Horror;Tim Burton;Johnny Depp, Michelle Pfeiffer, Eva Green, Helena Bonham Carter;2012;113;6.2;209326;79.71;55
727;Friends with Benefits;Comedy,Romance;Will Gluck;Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman;2011;109;6.6;286543;55.8;63
729;The A-Team;Action,Adventure,Comedy;Joe Carnahan;Liam Neeson, Bradley Cooper, Sharlto Copley,Jessica Biel;2010;117;6.8;219116;77.21;47
731;The Internship;Comedy;Shawn Levy;Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi;2013;119;6.3;166342;44.67;42
732;Paul;Adventure,Comedy,Sci-Fi;Greg Mottola;Simon Pegg, Nick Frost, Seth Rogen, Mia Stallard;2011;104;7;201707;37.37;57
733;This Beautiful Fantastic;Comedy,Drama,Fantasy;Simon Aboud;Jessica Brown Findlay, Andrew Scott, Jeremy Irvine,Tom Wilkinson;2016;100;6.9;688;0;51
735;Mr. Church;Comedy,Drama;Bruce Beresford;Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel;2016;104;7.7;16163;0.69;37
741;The Boss;Comedy;Ben Falcone;Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson;2016;99;5.4;29642;63.03;40
746;A Million Ways to Die in the West;Comedy,Romance,Western;Seth MacFarlane;Seth MacFarlane, Charlize Theron, Liam Neeson,Amanda Seyfried;2014;116;6.1;144779;42.62;44
748;Rules Don't Apply;Comedy,Drama,Romance;Warren Beatty;Lily Collins, Haley Bennett, Taissa Farmiga, Steve Tom;2016;127;5.7;3731;3.65;60
753;In Bruges;Comedy,Crime,Drama;Martin McDonagh;Colin Farrell, Brendan Gleeson, Ciarán Hinds,Elizabeth Berrington;2008;107;7.9;322536;7.76;67
754;This Means War;Action,Comedy,Romance;McG;Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger;2012;103;6.3;154400;54.76;31
762;Chef;Comedy,Drama;Jon Favreau;Jon Favreau, Robert Downey Jr., Scarlett Johansson,Dustin Hoffman;2014;114;7.3;151970;31.24;68
766;PK;Comedy,Drama,Romance;Rajkumar Hirani;Aamir Khan, Anushka Sharma, Sanjay Dutt,Boman Irani;2014;153;8.2;103279;10.57;51
776;Cars 2;Animation,Adventure,Comedy;John Lasseter;Owen Wilson, Larry the Cable Guy,Michael Caine, Emily Mortimer;2011;106;6.2;110490;191.45;57
779;Chalk It Up;Comedy;Hisonni Johnson;Maddy Curley, John DeLuca, Nikki SooHoo, Drew Seeley;2016;90;4.8;499;0;50
784;Tramps;Comedy,Romance;Adam Leon;Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia;2016;82;6.5;1031;0;77
785;Before We Go;Comedy,Drama,Romance;Chris Evans;Chris Evans, Alice Eve, Emma Fitzpatrick, John Cullum;2014;95;6.9;31370;0.04;31
789;Hotel Transylvania 2;Animation,Comedy,Family;Genndy Tartakovsky;Adam Sandler, Andy Samberg, Selena Gomez, Kevin James;2015;89;6.7;69157;169.69;44
791;Sisters;Comedy;Jason Moore;Amy Poehler, Tina Fey, Maya Rudolph, Ike Barinholtz;2015;118;6;50241;87.03;58
792;The Family;Comedy,Crime,Thriller;Luc Besson;Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo;2013;111;6.3;92868;36.92;42
793;Zack and Miri Make a Porno;Comedy,Romance;Kevin Smith;Seth Rogen, Elizabeth Banks, Craig Robinson, Gerry Bednob;2008;101;6.6;154936;31.45;56
794;Ma vie de Courgette;Animation,Comedy,Drama;Claude Barras;Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud,Michel Vuillermoz;2016;66;7.8;4370;0.29;85
796;No Strings Attached;Comedy,Romance;Ivan Reitman;Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes;2011;108;6.2;178243;70.63;50
798;Despicable Me 2;Animation,Adventure,Comedy;Pierre Coffin;Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove;2013;98;7.4;304837;368.05;62
800;The World's End;Action,Comedy,Sci-Fi;Edgar Wright;Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike;2013;109;7;199813;26;81
801;Yoga Hosers;Comedy,Fantasy,Horror;Kevin Smith;Lily-Rose Depp, Harley Quinn Smith, Johnny Depp,Adam Brody;2016;88;4.3;7091;0;23
802;Seven Psychopaths;Comedy,Crime;Martin McDonagh;Colin Farrell, Woody Harrelson, Sam Rockwell,Christopher Walken;2012;110;7.2;196652;14.99;66
808;The Spectacular Now;Comedy,Drama,Romance;James Ponsoldt;Miles Teller, Shailene Woodley, Kyle Chandler,Jennifer Jason Leigh;2013;95;7.1;115751;6.85;82
811;Turbo Kid;Action,Adventure,Comedy;François Simard;Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright;2015;93;6.7;19309;0.05;60
814;To Rome with Love;Comedy,Romance;Woody Allen;Woody Allen, Penélope Cruz, Jesse Eisenberg, Ellen Page;2012;112;6.3;72050;16.68;54
815;Fantastic Mr. Fox;Animation,Adventure,Comedy;Wes Anderson;George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman;2009;87;7.8;149779;21;83
830;Disaster Movie;Comedy;Jason Friedberg;Carmen Electra, Vanessa Lachey,Nicole Parker, Matt Lanter;2008;87;1.9;77207;14.17;15
832;Diary of a Wimpy Kid: Dog Days;Comedy,Family;David Bowers;Zachary Gordon, Robert Capron, Devon Bostick,Steve Zahn;2012;94;6.4;16917;49;54
834;Fool's Gold;Action,Adventure,Comedy;Andy Tennant;Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena;2008;112;5.7;62719;70.22;29
835;The Dictator;Comedy;Larry Charles;Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley;2012;83;6.4;225394;59.62;58
838;You Don't Mess with the Zohan;Action,Comedy;Dennis Dugan;Adam Sandler, John Turturro, Emmanuelle Chriqui,Nick Swardson;2008;113;5.5;163144;100.02;54
841;Horrible Bosses 2;Comedy,Crime;Sean Anders;Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston;2014;108;6.3;125190;54.41;40
844;The Princess and the Frog;Animation,Adventure,Comedy;Ron Clements;Anika Noni Rose, Keith David, Oprah Winfrey, Bruno Campos;2009;97;7.1;95480;104.37;73
847;Home;Animation,Adventure,Comedy;Tim Johnson;Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez;2015;94;6.7;77447;177.34;55
856;Barbershop: The Next Cut;Comedy,Drama;Malcolm D. Lee;Ice Cube, Regina Hall, Anthony Anderson, Eve;2016;111;5.9;9993;54.01;67
863;Alexander and the Terrible, Horrible, No Good, Very Bad Day;Comedy,Family;Miguel Arteta;Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette;2014;81;6.2;32310;66.95;54
869;Diary of a Wimpy Kid: Rodrick Rules;Comedy,Family;David Bowers;Zachary Gordon, Devon Bostick, Robert Capron,Rachael Harris;2011;99;6.6;20194;52.69;51
871;En man som heter Ove;Comedy,Drama;Hannes Holm;Rolf Lassgård, Bahar Pars, Filip Berg, Ida Engvoll;2015;116;7.7;21569;3.36;70
875;Life as We Know It;Comedy,Drama,Romance;Greg Berlanti;Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett;2010;114;6.6;101301;53.36;39
877;Warm Bodies;Comedy,Horror,Romance;Jonathan Levine;Nicholas Hoult, Teresa Palmer, John Malkovich,Analeigh Tipton;2013;98;6.9;193579;66.36;59
882;Saving Mr. Banks;Biography,Comedy,Drama;John Lee Hancock;Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell;2013;125;7.5;125693;83.3;65
884;Rio;Animation,Adventure,Comedy;Carlos Saldanha;Jesse Eisenberg, Anne Hathaway, George Lopez,Karen Disher;2011;96;6.9;173919;143.62;63
889;Piranha 3D;Comedy,Horror,Thriller;Alexandre Aja;Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss,Ving Rhames;2010;88;5.5;75262;25;53
890;50/50;Comedy,Drama,Romance;Jonathan Levine;Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard;2011;100;7.7;281625;34.96;72
892;This Is 40;Comedy,Romance;Judd Apatow;Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow;2012;134;6.2;108156;67.52;59
894;Sex and the City;Comedy,Drama,Romance;Michael Patrick King;Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis;2008;145;5.5;102547;152.64;53
896;Planet Terror;Action,Comedy,Horror;Robert Rodriguez;Rose McGowan, Freddy Rodríguez, Josh Brolin,Marley Shelton;2007;105;7.1;174553;0;55
898;The Fall;Adventure,Comedy,Drama;Tarsem Singh;Lee Pace, Catinca Untaru, Justine Waddell, Kim Uylenbroek;2006;117;7.9;93036;2.28;64
899;The Ugly Truth;Comedy,Romance;Robert Luketic;Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter;2009;96;6.5;172558;88.92;28
900;Bride Wars;Comedy,Romance;Gary Winick;Kate Hudson, Anne Hathaway, Candice Bergen, Bryan Greenberg;2009;89;5.5;83976;58.72;24
901;Sleeping with Other People;Comedy,Drama,Romance;Leslye Headland;Jason Sudeikis, Alison Brie, Jordan Carlos,Margarita Levieva;2015;101;6.5;27730;0.81;64
903;What If;Comedy,Romance;Michael Dowse;Daniel Radcliffe, Zoe Kazan, Megan Park, Adam Driver;2013;98;6.8;55243;3.45;59
907;Hello, My Name Is Doris;Comedy,Drama,Romance;Michael Showalter;Sally Field, Max Greenfield, Tyne Daly, Wendi McLendon-Covey;2015;95;6.7;12361;14.44;63
909;Slither;Comedy,Horror,Sci-Fi;James Gunn;Nathan Fillion, Elizabeth Banks, Michael Rooker, Don Thompson;2006;95;6.5;64351;7.77;69
922;Scouts Guide to the Zombie Apocalypse;Action,Comedy,Horror;Christopher Landon;Tye Sheridan, Logan Miller, Joey Morgan,Sarah Dumont;2015;93;6.3;31651;3.64;32
923;17 Again;Comedy,Drama,Family;Burr Steers;Zac Efron, Matthew Perry, Leslie Mann, Thomas Lennon;2009;102;6.4;152808;64.15;48
929;Good Kids;Comedy;Chris McCoy;Zoey Deutch, Nicholas Braun, Mateo Arias, Israel Broussard;2016;86;6.1;3843;0;86
931;Footloose;Comedy,Drama,Music;Craig Brewer;Kenny Wormald, Julianne Hough, Dennis Quaid,Andie MacDowell;2011;113;5.9;39380;51.78;58
935;The Love Witch;Comedy,Horror;Anna Biller;Samantha Robinson, Jeffrey Vincent Parise, Laura Waddell, Gian Keys;2016;120;6.2;4669;0.22;82
936;Talladega Nights: The Ballad of Ricky Bobby;Action,Comedy,Sport;Adam McKay;Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole;2006;108;6.6;137502;148.21;66
938;Super;Comedy,Drama;James Gunn;Rainn Wilson, Ellen Page, Liv Tyler, Kevin Bacon;2010;96;6.8;64535;0.32;50
944;What's Your Number?;Comedy,Romance;Mark Mylod;Anna Faris, Chris Evans, Ari Graynor, Blythe Danner;2011;106;6.1;62095;13.99;35
951;Me and Earl and the Dying Girl;Comedy,Drama;Alfonso Gomez-Rejon;Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman;2015;105;7.8;92076;6.74;74
952;The Descendants;Comedy,Drama;Alexander Payne;George Clooney, Shailene Woodley, Amara Miller, Nick Krause;2011;115;7.3;211348;82.62;84
953;Sex and the City 2;Comedy,Drama,Romance;Michael Patrick King;Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon;2010;146;4.3;62403;95.33;27
954;The Kings of Summer;Adventure,Comedy,Drama;Jordan Vogt-Roberts;Nick Robinson, Gabriel Basso, Moises Arias,Nick Offerman;2013;95;7.2;65653;1.29;61
956;That Awkward Moment;Comedy,Romance;Tom Gormican;Zac Efron, Michael B. Jordan, Miles Teller, Imogen Poots;2014;94;6.2;81823;26.05;36
973;Rock of Ages;Comedy,Drama,Musical;Adam Shankman;Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin;2012;123;5.9;64513;38.51;47
976;My Big Fat Greek Wedding 2;Comedy,Family,Romance;Kirk Jones;Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan;2016;94;6;20966;59.57;37
978;Amateur Night;Comedy;Lisa Addario;Jason Biggs, Janet Montgomery,Ashley Tisdale, Bria L. Murphy;2016;92;5;2229;0;38
982;Annie;Comedy,Drama,Family;Will Gluck;Quvenzhané Wallis, Cameron Diaz, Jamie Foxx, Rose Byrne;2014;118;5.3;27312;85.91;33
984;Let's Be Cops;Comedy;Luke Greenfield;Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev;2014;104;6.5;112729;82.39;30
986;Your Highness;Adventure,Comedy,Fantasy;David Gordon Green;Danny McBride, Natalie Portman, James Franco, Rasmus Hardiker;2011;102;5.6;87904;21.56;31
993;Take Me Home Tonight;Comedy,Drama,Romance;Michael Dowse;Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer;2011;97;6.3;45419;6.92;42
995;Project X;Comedy;Nima Nourizadeh;Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame;2012;88;6.7;164088;54.72;48
999;Search Party;Adventure,Comedy;Scot Armstrong;Adam Pally, T.J. Miller, Thomas Middleditch,Shannon Woodward;2014;93;5.6;4881;0;22
1000;Nine Lives;Comedy,Family,Fantasy;Barry Sonnenfeld;Kevin Spacey, Jennifer Garner, Robbie Amell,Cheryl Hines;2016;87;5.3;12435;19.64;11
